set4_id,DataVizRoles_collapsed,YearsDataVizExperience_buckets,ToolsFreq_,ToolsFreq_ArcGIS,ToolsFreq_Canva,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL,Tools_Other__,ToolsLiking_TopThree__,ToolsFreq_ArcGIS_encoded,ToolsFreq_Canva_encoded,ToolsFreq_Canvas,ToolsFreq_D3,ToolsFreq_Datawrapper,ToolsFreq_Excel,ToolsFreq_Figma,ToolsFreq_Flourish,ToolsFreq_ggplot2,ToolsFreq_Gephi,ToolsFreq_GoogleDataStudio,ToolsFreq_GoogleSheets,ToolsFreq_Highcharts,ToolsFreq_Illustrator,ToolsFreq_Leaflet,ToolsFreq_Looker,ToolsFreq_Mapbox,ToolsFreq_Matplotlib,ToolsFreq_Observable,ToolsFreq_P5orProcessing,ToolsFreq_PenPaper,ToolsFreq_PhysicalMaterials,ToolsFreq_Plotly,ToolsFreq_PowerBI,ToolsFreq_PowerPoint,ToolsFreq_Python,ToolsFreq_QGIS,ToolsFreq_Qlik,ToolsFreq_R,ToolsFreq_RAWGraphs,ToolsFreq_React,ToolsFreq_Svelte,ToolsFreq_Tableau,ToolsFreq_Vega,ToolsFreq_Vue,ToolsFreq_WebComponents,ToolsFreq_WebGL
XKKe,Hobbyist,6-10,10,Often,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Often,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],"Excel, ArcGIS, MS Whiteboard",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
roEt,Employee,11-15,5,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Excel; Tableau,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
pBNZ,Employee,6-10,19,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],Sometimes,Often,[^not chosen],Sometimes,[^not chosen],Sometimes,Sometimes,[^not chosen],Often,[^not chosen],Sometimes,[^not chosen],[^not chosen],Sometimes,Sometimes,Often,Often,[^not chosen],Sometimes,Often,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],Sometimes,[^not chosen],[^not chosen],Often,Sometimes,We often use game engines as we try to make our work interactive for users,"Pen/ paper, Houdini and after effects",0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1
mmUJ,Employee,1-5,5,Never,Never,Never,Often,Never,Never,Often,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Figjam,Figma; Figjam; D3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qGys,Employee,1-5,16,Sometimes,Never,Never,Never,Often,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,altair(Python),[^not answered],1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
mUDr,Employee,1-5,9,Sometimes,Never,Never,Never,Never,Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Often,Rarely,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],[^not answered],1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
AgvT,Employee,1-5,10,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Rarely,Never,Often,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,[^not answered],"Illustrator, PowerPoint",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
mGgr,Employee,6-10,8,Never,Never,Never,Rarely,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Often,Rarely,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Pen & paper; Excel,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
CZvp,Freelance,1-5,12,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Often,Sometimes,Sometimes,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],QGIS;R;Power BI,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
vXKs,Employee,1-5,7,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Often,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
UBOW,Employee,1-5,12,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Often,Never,Never,Rarely,Never,Often,Never,Never,Often,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Leafmap; Folium; Carto,Plotly; QGIS; ArcGIS,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
pXRx,Employee,11-15,3,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],"D3.js, Leaflet",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ZbrA,Employee,21-25,21,Never,Never,Never,Rarely,Never,Often,Sometimes,Rarely,Never,Never,Rarely,Often,Rarely,Often,Rarely,Never,Often,Often,Never,Never,Often,Sometimes,Often,Sometimes,Rarely,Often,Never,Never,Never,Never,Never,Never,Often,Never,Rarely,Rarely,Rarely,[^not answered],"Excel, Tableau, Mapbox",0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1
gWOT,Employee,11-15,8,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Often,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sisense,Excel;Sisense;Pen and Paper,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OFcH,Employee,11-15,7,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],Tableau,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
ATnl,Hobbyist,Less than 1 year,12,Often,Never,Never,Never,Never,Often,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Often,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],R; Adobe Illustrator; Power BI,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
fJWg,Freelance,1-5,9,Never,Never,Rarely,Often,[^not chosen],Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Often,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Blender,D3.js;Python;Blender,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
GPEL,Student,6-10,11,Never,Sometimes,Never,Never,Rarely,Often,Never,Sometimes,Sometimes,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],R; flourish,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
myqB,EmployeeANDFreelanceAND,11-15,9,Never,Rarely,[^not chosen],Never,Rarely,Often,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],[^not answered],0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
wJhL,Freelance,11-15,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,[^not chosen],[^not chosen],Often,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rBoA,Freelance,6-10,5,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Powerpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ZZql,Employee,6-10,8,Sometimes,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,[^not chosen],Often,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,built in graphing options in SAS; built in graphing options in STATA,Tableau; Power BI; Excel,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PSWK,Student,1-5,5,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cQPO,Skipped question,1-5,7,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Google Sheets; Tableau,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CFeU,Employee,Less than 1 year,21,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Often,Often,Often,Never,Sometimes,Rarely,Never,Never,Never,Often,Never,Never,Never,Never,Alteryx,"Tableau with ALteryx and Data Wrangling component. PowerBI, D3.js",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
BepF,Academic,6-10,11,Never,Never,Never,Never,Never,Often,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,Rarely,Often,Never,Often,Often,Never,Often,Often,Never,Never,Never,Often,Never,Never,Never,Never,RShiny,"Tableau; Power BI, RShiny",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0
YxQP,Employee,16-20,13,Never,Never,Never,Never,Sometimes,Often,Never,Rarely,Never,Never,Never,Sometimes,Never,Often,Never,Never,Never,Never,Never,Never,Often,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
Rvzj,EmployeeANDFreelance,6-10,13,Never,Rarely,Rarely,Never,Never,Often,Rarely,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],[^not answered],0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
pNcO,Employee,6-10,15,Never,Never,Never,Often,Never,Rarely,Often,Never,Never,Never,Never,Never,Often,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Often,Never,Never,Never,Never,Never,Sometimes,Apache eCharts,"D3, Highcharts, Apache eCharts",0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1
lTKC,Employee,11-15,6,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Often,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,[^not chosen],Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,everviz,[^not answered],0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IfMI,Employee,1-5,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfxu,Employee,11-15,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qqrB,Academic,6-10,12,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Often,Never,Rarely,Often,Often,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,[^not answered],Power BI,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
bkur,Freelance,11-15,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sDXr,Employee,6-10,11,Never,Never,Never,Often,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Never,Often,Often,Never,Never,Never,Never,[^not answered],D3.js; svelte; tableau,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
Jbyv,Freelance,1-5,14,Never,Rarely,Never,Never,Never,Often,Rarely,Never,Never,Never,Rarely,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Never,Often,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Infogram; Anycharts;,[^not answered],0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
dfPP,Employee,6-10,3,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,No,Powerpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
PCuP,Freelance,1-5,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Often,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,SQL,"Microstrategy, Power BI",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
FhlT,Freelance,1-5,12,Often,Sometimes,Never,Never,Sometimes,Often,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Often,Often,Never,Never,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,[^not answered],[^not answered],1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
nhno,Employee,6-10,7,Never,Sometimes,Never,Never,Often,Often,Never,Often,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],Datawrapper; Excel,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tbVa,Employee,6-10,6,Often,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,[^not chosen],Never,Never,Never,Never,Never,Never,Sometimes,Often,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,SAS,"Excel, Tableau, PPT",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
sGIB,FreelanceAND,6-10,9,[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Often,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Rarely,Sometimes,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sometimes,[^not chosen],[^not chosen],Rarely,Rarely,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],Rarely,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],[^not answered],0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
xFjT,EmployeeANDFreelance,1-5,12,Rarely,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Often,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Often,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],ggplot2; illustrator,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
xxvX,EmployeeAND,1-5,17,Sometimes,Never,Never,Sometimes,Rarely,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Often,Rarely,Never,Never,Often,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Adobe Analytics,Excel; Paper and pencil; Photoshop,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
RfTX,Employee,1-5,17,Never,Never,Often,Rarely,Never,Rarely,Never,Never,Often,Rarely,Never,Never,Never,Sometimes,Never,Never,Sometimes,Often,Never,Never,Rarely,Never,Sometimes,Sometimes,Sometimes,Often,Never,Never,Often,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,MicroStrategy,python; R; Tableau,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
FYNJ,Employee,6-10,4,Never,Never,Never,Never,Never,Often,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kXaV,Employee,1-5,11,Never,Never,Never,Often,Sometimes,Often,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,[^not answered],[^not answered],0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
YBNZ,Student,1-5,7,Never,Never,Never,Never,Never,Never,Rarely,Never,[^not chosen],Never,Often,Often,Never,Often,Never,Often,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Articulate Storyline, Camtasia","Illustrator, Camtasia, Storyline",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okfU,Employee,1-5,9,Never,Never,Never,Never,Never,Often,Often,Never,Never,Never,Never,Often,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Often,Never,Never,Rarely,Never,CRM Analytics,Tableau,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
aCPm,Employee,1-5,12,Never,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Often,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,[^not answered],Flourish; Adobe Illustrator,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
